******************************************
Pressure projection matrix - L2-orthogonal
6 6
0.833333333333333 0.397111947009198 -0.480823242399380 0.480823242399380 -0.397111947009198 0.166666666666667 
0.069949489021881 0.833333333333334 0.201800040694084 -0.201800040694084 0.166666666666667 -0.069949489021881 
-0.057771287509236 0.137650010784126 0.833333333333333 0.166666666666667 -0.137650010784126 0.057771287509236 
0.057771287509236 -0.137650010784126 0.166666666666667 0.833333333333333 0.137650010784126 -0.057771287509236 
-0.069949489021881 0.166666666666667 -0.201800040694085 0.201800040694085 0.833333333333333 0.069949489021881 
0.166666666666666 -0.397111947009197 0.480823242399380 -0.480823242399380 0.397111947009198 0.833333333333334 
******************************************
Pressure projection matrix - Interpolatory
6 6
1.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 -0.000000000000000 0.000000000000000 
0.065266600899692 0.844491118252306 0.188290191989857 -0.188290191989857 0.155508881747694 -0.065266600899692 
-0.119410172621594 0.284515236854793 0.655508881747694 0.344491118252307 -0.284515236854794 0.119410172621594 
0.119410172621594 -0.284515236854793 0.344491118252307 0.655508881747693 0.284515236854794 -0.119410172621594 
-0.065266600899691 0.155508881747693 -0.188290191989856 0.188290191989856 0.844491118252307 0.065266600899692 
0.000000000000000 0.000000000000000 -0.000000000000000 -0.000000000000000 0.000000000000000 1.000000000000000 
******************************************
Pressure projection matrix - Pseudoinverse
6 6
0.966666666666667 0.079422389401840 -0.096164648479876 0.096164648479876 -0.079422389401839 0.033333333333334 
0.079422389401839 0.810762521851077 0.229128784747792 -0.229128784747792 0.189237478148924 -0.079422389401839 
-0.096164648479875 0.229128784747792 0.722570811482256 0.277429188517743 -0.229128784747792 0.096164648479875 
0.096164648479877 -0.229128784747791 0.277429188517743 0.722570811482256 0.229128784747792 -0.096164648479877 
-0.079422389401840 0.189237478148923 -0.229128784747792 0.229128784747792 0.810762521851076 0.079422389401840 
0.033333333333333 -0.079422389401839 0.096164648479876 -0.096164648479876 0.079422389401840 0.966666666666667 
