******************************************
Pressure projection matrix - L2-orthogonal
3 3
0.666666666666667 0.666666666666667 -0.333333333333333 
0.166666666666667 0.666666666666667 0.166666666666667 
-0.333333333333333 0.666666666666667 0.666666666666667 
******************************************
Pressure projection matrix - Interpolatory
3 3
1.000000000000000 -0.000000000000000 0.000000000000000 
0.500000000000000 -0.000000000000000 0.500000000000000 
-0.000000000000000 -0.000000000000000 1.000000000000000 
******************************************
Pressure projection matrix - Pseudoinverse
3 3
0.833333333333334 0.333333333333333 -0.166666666666667 
0.333333333333333 0.333333333333333 0.333333333333333 
-0.166666666666667 0.333333333333333 0.833333333333333 
